plant,split,extremeness,rank
11789,train,2.3449,0.5555
11790,train,3.1060,0.8611
11791,train,2.0580,0.3910
11792,train,1.8035,0.2514
11793,train,1.9514,0.3315
11794,train,1.6680,0.1869
11795,train,2.0018,0.3588
11796,train,1.9793,0.3464
11797,train,4.6926,0.9915
11798,val,2.6080,0.6894
11799,train,1.8948,0.3011
11800,train,2.0105,0.3633
11801,train,1.5382,0.1344
11802,train,2.9365,0.8127
11803,train,1.8141,0.2563
11804,train,2.0166,0.3668
11805,test,2.0341,0.3782
11806,train,3.7127,0.9511
11807,train,1.7262,0.2113
11808,train,1.8494,0.2772
11809,val,3.9070,0.9673
11810,test,3.5047,0.9298
11811,val,2.6983,0.7294
11812,train,3.0136,0.8369
11813,train,2.4056,0.5867
11814,train,1.8115,0.2554
11815,train,1.2565,0.0534
11816,test,1.9429,0.3276
11817,train,2.1210,0.4276
11818,train,1.9367,0.3238
11819,val,3.1807,0.8776
11820,train,2.0668,0.3960
11821,test,3.5794,0.9386
11822,train,2.5546,0.6620
11823,test,1.8247,0.2620
11824,val,2.5647,0.6678
11825,train,1.7436,0.2199
11826,train,2.7007,0.7301
11827,train,1.8459,0.2742
11828,train,2.5466,0.6576
11829,train,2.5601,0.6652
11830,train,0.9188,0.0101
11831,train,1.6462,0.1779
11832,train,2.2326,0.4959
11833,train,1.6468,0.1780
11834,train,2.1700,0.4586
11835,train,2.6947,0.7271
11836,train,2.6719,0.7178
11837,train,1.2884,0.0609
11838,train,2.0349,0.3787
11839,train,2.5045,0.6370
11840,train,3.0923,0.8574
11841,train,1.8959,0.3019
11842,train,1.2762,0.0578
11843,train,3.2243,0.8866
11844,train,2.0646,0.3941
11845,train,1.4712,0.1107
11846,test,2.5548,0.6622
11847,train,1.7048,0.2009
11848,train,1.1726,0.0395
11849,train,1.6664,0.1864
11850,train,2.0920,0.4107
11851,test,2.1361,0.4354
11852,train,2.0836,0.4062
11853,train,2.5563,0.6629
11854,test,3.1744,0.8761
11855,val,2.8801,0.7930
11856,train,2.4186,0.5934
11857,train,1.4730,0.1112
11858,train,1.9313,0.3208
11859,train,2.2212,0.4882
11860,train,2.1926,0.4727
11861,val,2.2572,0.5078
11862,train,2.6303,0.6996
11863,test,4.7385,0.9923
11864,train,2.1407,0.4384
11865,train,1.8679,0.2864
11866,train,1.4747,0.1119
11867,val,3.1190,0.8633
11868,train,1.5677,0.1461
11869,train,2.3747,0.5702
11870,test,2.9643,0.8220
11871,train,2.9087,0.8038
11872,train,1.4662,0.1089
11873,val,3.1783,0.8770
11874,train,1.9714,0.3426
11875,train,2.0090,0.3624
11876,val,3.2982,0.8990
11877,train,2.4087,0.5880
11878,train,2.5372,0.6536
11879,train,1.7985,0.2495
11880,train,2.1481,0.4428
11881,train,2.9696,0.8236
11882,train,1.4864,0.1157
11883,train,1.5917,0.1559
11884,train,1.8591,0.2817
11885,train,2.1612,0.4525
11886,test,2.5532,0.6611
11887,train,1.7626,0.2311
11888,train,1.9946,0.3547
11889,train,2.0201,0.3691
11890,train,2.1701,0.4587
11891,train,1.3680,0.0814
11892,train,2.8507,0.7842
11893,test,2.4185,0.5934
11894,train,1.6891,0.1951
11895,train,1.7777,0.2387
11896,val,2.2783,0.5193
11897,train,1.8837,0.2958
11898,val,2.6779,0.7206
11899,val,2.0554,0.3894
11900,train,2.5391,0.6546
11901,train,2.2840,0.5224
11902,test,2.6976,0.7288
11903,train,2.2939,0.5276
11904,val,2.5615,0.6654
11905,train,2.6855,0.7234
11906,train,0.9773,0.0149
11907,train,2.3249,0.5446
11908,train,2.6962,0.7283
11909,train,2.2692,0.5141
11910,train,1.5867,0.1539
11911,train,1.2115,0.0449
11912,train,1.6096,0.1622
11913,train,2.1108,0.4224
11914,train,2.1456,0.4411
11915,val,2.6453,0.7068
11916,val,2.9052,0.8024
11917,val,1.8826,0.2950
11918,train,3.5358,0.9338
11919,train,2.2456,0.5020
11920,train,2.9020,0.8014
11921,train,1.7694,0.2349
11922,train,1.3410,0.0744
11923,train,2.0829,0.4058
11924,train,2.2923,0.5266
11925,train,1.9248,0.3177
11926,train,1.8887,0.2984
11927,test,3.1763,0.8766
11928,train,1.9248,0.3176
11929,train,2.4746,0.6214
11930,train,2.0528,0.3883
11931,train,1.5369,0.1341
11932,train,1.9764,0.3449
11933,train,1.7039,0.2004
11934,train,0.9443,0.0119
11935,train,1.7962,0.2482
11936,train,3.0534,0.8474
11937,train,2.3540,0.5604
11938,train,2.2799,0.5204
11939,train,1.9666,0.3397
11940,train,1.2989,0.0635
11941,train,1.9148,0.3114
11942,train,2.3389,0.5519
11943,train,1.6596,0.1834
11944,train,2.3539,0.5602
11945,train,2.2420,0.5003
11946,test,2.5697,0.6709
11947,train,2.6618,0.7140
11948,train,1.5096,0.1240
11949,train,2.3925,0.5806
11950,train,2.1783,0.4648
11951,test,2.2461,0.5022
11952,val,2.9725,0.8247
11953,test,3.2278,0.8871
11954,val,3.4922,0.9280
11955,test,2.0334,0.3777
11956,train,2.0487,0.3858
11957,val,2.3417,0.5536
11958,train,2.2612,0.5096
11959,train,2.0428,0.3828
11960,train,1.7989,0.2497
11961,train,2.3152,0.5402
11962,test,2.5449,0.6570
11963,train,2.0847,0.4067
11964,train,2.2725,0.5158
11965,test,2.5891,0.6798
11966,train,1.4744,0.1117
11967,test,2.0313,0.3761
11968,train,3.3317,0.9051
11969,train,1.6881,0.1944
11970,train,2.0563,0.3898
11971,test,2.8443,0.7819
11972,train,1.8209,0.2604
11973,train,2.2660,0.5129
11974,train,2.3974,0.5830
11975,train,1.9598,0.3358
11976,train,1.5105,0.1246
11977,train,2.6157,0.6934
11978,train,1.4898,0.1165
11979,val,2.5930,0.6824
11980,train,2.1043,0.4187
11981,test,2.3997,0.5848
11982,train,2.0497,0.3864
11983,train,3.1365,0.8665
11984,test,2.5545,0.6619
11985,train,1.6411,0.1753
11986,train,1.8058,0.2526
11987,train,3.7716,0.9560
11988,train,2.8970,0.7995
11989,train,2.0455,0.3842
11990,test,2.6552,0.7116
11991,train,1.2621,0.0549
11992,train,1.8271,0.2634
11993,train,2.0902,0.4096
11994,train,1.6876,0.1942
11995,train,1.5725,0.1481
11996,val,3.9009,0.9668
11997,train,1.8994,0.3037
11998,train,1.7540,0.2261
11999,train,1.6792,0.1911
12000,train,3.0183,0.8375
12001,train,2.7287,0.7408
12002,train,1.4280,0.0967
12003,train,2.4633,0.6158
12004,test,3.2010,0.8819
12005,val,2.3561,0.5616
12006,val,2.1321,0.4331
12007,test,2.1573,0.4494
12008,train,2.2544,0.5064
12009,train,2.0623,0.3930
12010,train,1.3377,0.0736
12011,test,2.3082,0.5354
12012,train,2.1910,0.4718
12013,val,2.4329,0.6011
12014,train,2.3548,0.5610
12015,train,1.7715,0.2363
12016,train,3.7923,0.9583
12017,train,1.4207,0.0943
12018,val,2.5294,0.6482
12019,train,1.7132,0.2048
12020,train,3.5358,0.9339
12021,train,2.2485,0.5036
12022,val,2.9060,0.8027
12023,test,2.6142,0.6926
12024,train,1.2113,0.0447
12025,train,1.6241,0.1693
12026,train,1.7365,0.2163
12027,train,1.7523,0.2250
12028,train,1.7912,0.2456
12029,test,2.2735,0.5164
12030,val,3.3414,0.9065
12031,test,2.4837,0.6265
12032,train,3.6897,0.9487
12033,train,2.1692,0.4578
12034,val,2.0525,0.3882
12035,test,3.0923,0.8573
12036,train,2.2057,0.4798
12037,val,1.8819,0.2945
12038,train,1.7944,0.2475
12039,train,1.8654,0.2855
12040,train,1.1957,0.0425
12041,test,3.0057,0.8342
12042,train,2.4751,0.6216
12043,train,3.1684,0.8744
12044,test,2.7004,0.7300
12045,train,2.2601,0.5091
12046,val,3.2624,0.8925
12047,train,1.9281,0.3188
12048,train,1.6114,0.1634
12049,train,2.1590,0.4515
12050,val,3.0648,0.8501
12051,train,2.1675,0.4568
12052,train,2.3701,0.5678
12053,train,2.4696,0.6188
12054,train,2.1664,0.4561
12055,train,2.4516,0.6104
12056,test,2.2673,0.5134
12057,test,2.9663,0.8227
12058,train,2.0277,0.3740
12059,train,3.3515,0.9085
12060,test,2.7119,0.7340
12061,train,1.7828,0.2407
12062,val,2.7282,0.7406
12063,train,2.1316,0.4329
12064,test,2.4608,0.6148
12065,val,2.0506,0.3868
12066,val,2.9448,0.8149
12067,train,1.0022,0.0174
12068,train,2.7731,0.7572
12069,train,3.1815,0.8777
12070,train,2.6658,0.7156
12071,test,3.8535,0.9631
12072,train,0.7175,0.0023
12073,test,3.1671,0.8741
12074,train,2.1466,0.4420
12075,train,2.2704,0.5148
12076,train,2.1410,0.4387
12077,train,3.6958,0.9493
12078,train,1.8149,0.2569
12079,train,1.0914,0.0279
12080,train,2.3098,0.5364
12081,test,2.4742,0.6210
12082,train,1.6185,0.1668
12083,train,2.6316,0.7005
12084,val,1.9656,0.3390
12085,train,2.9637,0.8218
12086,train,4.5512,0.9899
12087,train,1.6196,0.1675
12088,train,2.0946,0.4125
12089,val,2.6959,0.7281
12090,test,2.5136,0.6416
12091,train,2.0813,0.4044
12092,train,1.8670,0.2861
12093,val,2.5746,0.6728
12094,train,2.2016,0.4778
12095,test,3.0032,0.8336
12096,train,1.5368,0.1340
12097,test,2.0201,0.3692
12098,test,3.3446,0.9070
12099,train,2.0971,0.4140
12100,train,1.5884,0.1546
12101,test,3.7335,0.9531
12102,train,3.3618,0.9099
12103,train,1.5120,0.1256
12104,test,3.0436,0.8451
12105,train,3.4264,0.9197
12106,train,2.3147,0.5398
12107,train,2.5647,0.6676
12108,train,1.2809,0.0591
12109,train,3.0729,0.8521
12110,train,1.5967,0.1571
12111,train,2.5187,0.6442
12112,train,1.9115,0.3099
12113,test,3.1230,0.8641
12114,val,1.9834,0.3484
12115,val,4.0428,0.9742
12116,train,3.1689,0.8745
12117,val,2.4552,0.6119
12118,train,2.5331,0.6509
12119,test,2.8156,0.7714
12120,train,2.7733,0.7573
12121,train,1.8559,0.2802
12122,train,1.9281,0.3189
12123,train,2.2866,0.5236
12124,train,2.2158,0.4854
12125,train,2.8475,0.7831
12126,val,3.8079,0.9599
12127,train,2.0670,0.3962
12128,train,2.3796,0.5730
12129,train,1.9254,0.3180
12130,train,1.9188,0.3142
12131,train,2.0981,0.4146
12132,train,1.6331,0.1725
12133,train,2.4115,0.5895
12134,train,2.8130,0.7709
12135,train,2.1269,0.4302
12136,test,1.7640,0.2321
12137,test,3.2638,0.8930
12138,train,2.9513,0.8167
12139,train,2.2643,0.5116
12140,test,3.0849,0.8550
12141,train,1.0145,0.0183
12142,train,3.5376,0.9344
12143,train,2.4256,0.5976
12144,train,2.0295,0.3752
12145,train,2.0026,0.3595
12146,val,2.6690,0.7170
12147,train,1.6009,0.1585
12148,train,1.9253,0.3179
12149,train,2.0114,0.3636
12150,train,1.9074,0.3075
12151,train,3.1768,0.8767
12152,train,1.9329,0.3216
12153,train,2.2046,0.4796
12154,train,2.1071,0.4202
12155,train,1.8966,0.3025
12156,train,2.0793,0.4036
12157,train,1.4282,0.0968
12158,train,0.8865,0.0083
12159,train,1.9794,0.3465
12160,train,1.2867,0.0605
12161,test,2.3851,0.5760
12162,train,1.7975,0.2488
12163,train,1.4231,0.0949
12164,train,1.4245,0.0953
12165,train,1.2517,0.0522
12166,train,2.2195,0.4874
12167,val,2.8948,0.7989
12168,train,2.0674,0.3964
12169,train,1.0775,0.0259
12170,train,3.4568,0.9241
12171,train,1.4229,0.0949
12172,train,2.5993,0.6858
12173,train,1.9193,0.3146
12174,train,3.8461,0.9625
12175,test,3.3696,0.9113
12176,train,2.3381,0.5515
12177,val,2.4751,0.6216
12178,train,1.2038,0.0438
12179,train,2.1776,0.4646
12180,train,2.3735,0.5695
12181,val,2.7646,0.7543
12182,train,1.9112,0.3098
12183,train,2.9559,0.8188
12184,train,1.9466,0.3290
12185,val,2.7577,0.7505
12186,train,2.8480,0.7833
12187,train,2.4714,0.6199
12188,train,1.4726,0.1111
12189,test,2.0563,0.3898
12190,train,1.4676,0.1093
12191,test,2.4958,0.6320
12192,train,1.9670,0.3401
12193,train,2.5256,0.6470
12194,train,1.9491,0.3305
12195,train,2.0395,0.3814
12196,train,2.7527,0.7496
12197,test,2.7345,0.7432
12198,train,2.1140,0.4238
12199,train,2.3152,0.5401
12200,train,1.8821,0.2946
12201,val,2.6016,0.6868
12202,train,2.4530,0.6108
12203,train,1.9905,0.3525
12204,train,1.3848,0.0851
12205,train,1.1884,0.0415
12206,train,0.8967,0.0089
12207,train,3.3092,0.9011
12208,train,0.9357,0.0111
12209,train,1.8914,0.2996
12210,val,2.9071,0.8031
12211,train,2.4346,0.6021
12212,test,2.2420,0.5005
12213,train,2.6249,0.6973
12214,val,2.8204,0.7734
12215,val,2.2113,0.4826
12216,val,1.9688,0.3412
12217,test,2.7263,0.7398
12218,train,1.7360,0.2161
12219,val,2.4467,0.6091
12220,train,1.2855,0.0603
12221,test,2.8695,0.7903
12222,train,2.0991,0.4156
12223,train,1.5927,0.1562
12224,train,2.1913,0.4721
12225,test,6.6162,0.9995
12226,train,2.2257,0.4910
12227,train,2.2019,0.4781
12228,train,2.1466,0.4419
12229,train,2.1433,0.4396
12230,train,2.0745,0.4002
12231,train,1.8084,0.2539
12232,train,0.9921,0.0163
12233,val,2.8845,0.7950
12234,train,1.6439,0.1768
12235,train,2.4317,0.6004
12236,val,3.3045,0.9003
12237,train,1.5909,0.1557
12238,train,3.3096,0.9012
12239,train,2.1658,0.4556
12240,train,2.3872,0.5777
12241,val,2.8998,0.8003
12242,val,2.4252,0.5972
12243,train,1.2555,0.0531
12244,train,2.8510,0.7843
12245,val,2.5963,0.6841
12246,train,1.1505,0.0355
12247,val,2.9192,0.8077
12248,train,1.9673,0.3403
12249,train,1.7203,0.2079
12250,train,1.4361,0.0999
12251,train,2.0137,0.3648
12252,train,2.1854,0.4690
12253,train,3.1871,0.8789
12254,train,1.7189,0.2075
12255,train,2.5718,0.6716
12256,val,2.4695,0.6188
12257,train,1.9229,0.3164
12258,train,2.0185,0.3681
12259,test,3.8607,0.9635
12260,train,1.3453,0.0757
12261,test,3.4824,0.9271
12262,train,0.8484,0.0065
12263,train,3.0408,0.8441
12264,val,2.7184,0.7364
12265,train,1.5157,0.1271
12266,train,2.9728,0.8248
12267,train,2.5349,0.6520
12268,train,1.8477,0.2756
12269,test,3.0822,0.8544
12270,train,2.4340,0.6017
12271,train,1.1886,0.0415
12272,train,2.2770,0.5185
12273,train,2.1033,0.4184
12274,train,1.9533,0.3324
12275,test,2.5841,0.6767
12276,test,2.1694,0.4582
12277,val,2.9772,0.8263
12278,train,1.5091,0.1237
12279,val,2.3753,0.5708
12280,test,1.9708,0.3422
12281,train,2.5308,0.6492
12282,train,2.6809,0.7216
12283,train,1.8646,0.2848
12284,train,1.3330,0.0725
12285,val,3.0400,0.8439
12286,test,3.2193,0.8855
12287,test,3.0947,0.8580
12288,train,1.2642,0.0555
12289,train,1.2192,0.0460
12290,train,2.5733,0.6724
12291,train,2.8074,0.7688
12292,test,2.4193,0.5938
12293,train,2.6734,0.7183
12294,train,1.2690,0.0563
12295,train,1.4755,0.1121
12296,val,3.3648,0.9104
12297,train,1.1825,0.0409
12298,train,2.6859,0.7236
12299,train,2.2084,0.4810
12300,train,1.9274,0.3186
12301,train,2.0563,0.3899
12302,val,2.9625,0.8213
12303,train,2.4958,0.6322
12304,train,2.2818,0.5212
12305,val,2.3579,0.5625
12306,train,1.5736,0.1486
12307,val,2.6171,0.6942
12308,train,1.4779,0.1133
12309,train,1.9437,0.3280
12310,val,3.7128,0.9511
12311,val,2.6763,0.7194
12312,train,1.7080,0.2029
12313,val,3.4358,0.9208
12314,train,2.5626,0.6661
12315,train,2.8561,0.7858
12316,train,3.4958,0.9285
12317,train,3.1008,0.8597
12318,train,1.9218,0.3159
12319,train,1.5172,0.1274
12320,train,3.2074,0.8833
12321,train,1.2776,0.0582
12322,train,2.2244,0.4904
12323,train,1.9304,0.3198
12324,train,1.3949,0.0877
12325,test,2.6085,0.6899
12326,train,2.7045,0.7318
12327,train,2.2921,0.5265
12328,train,1.2738,0.0573
12329,test,2.4691,0.6185
12330,val,2.8891,0.7967
12331,test,2.7386,0.7443
12332,train,2.0945,0.4124
12333,val,2.6110,0.6907
12334,train,1.0311,0.0206
12335,train,2.0986,0.4151
12336,train,3.0470,0.8463
12337,test,3.2933,0.8982
12338,train,1.9648,0.3388
12339,test,2.9634,0.8217
12340,train,2.4169,0.5925
12341,train,1.9524,0.3319
12342,val,2.3867,0.5773
12343,test,2.9884,0.8300
12344,train,1.7492,0.2231
12345,train,1.5208,0.1291
12346,train,2.5170,0.6434
12347,val,2.9629,0.8215
12348,train,3.2642,0.8933
12349,train,2.1003,0.4167
12350,train,2.0584,0.3912
12351,test,3.2227,0.8862
12352,train,2.0406,0.3818
12353,train,2.2618,0.5098
12354,test,4.1862,0.9803
12355,train,1.8884,0.2982
12356,test,2.8220,0.7743
12357,train,1.3618,0.0800
12358,train,2.0338,0.3778
12359,test,2.9219,0.8089
12360,train,1.7011,0.1991
12361,val,2.4698,0.6191
12362,train,1.7046,0.2006
12363,train,2.1052,0.4194
12364,train,2.1137,0.4234
12365,train,2.5547,0.6620
12366,test,2.6973,0.7286
12367,train,1.8363,0.2689
12368,train,1.7602,0.2296
12369,train,2.8384,0.7799
12370,train,2.0976,0.4143
12371,train,0.8141,0.0051
12372,train,1.7912,0.2457
12373,val,3.5346,0.9336
12374,train,2.4404,0.6050
12375,val,3.2286,0.8873
12376,val,3.1359,0.8664
12377,test,2.8189,0.7727
12378,val,2.7937,0.7643
12379,train,2.8737,0.7913
12380,train,1.7425,0.2191
12381,train,4.3185,0.9841
12382,train,2.6646,0.7152
12383,train,2.8191,0.7729
12384,train,1.9339,0.3222
12385,train,2.5119,0.6407
12386,train,0.6679,0.0015
12387,train,1.7054,0.2013
12388,train,2.1113,0.4228
12389,test,2.4938,0.6309
12390,train,3.1086,0.8615
12391,train,2.2185,0.4867
12392,train,2.2611,0.5095
12393,train,1.1485,0.0351
12394,val,2.7297,0.7412
12395,test,2.5960,0.6840
12396,train,1.7061,0.2017
12397,train,2.0427,0.3827
12398,test,2.0998,0.4161
12399,test,3.8763,0.9649
12400,train,1.8968,0.3026
12401,val,3.5274,0.9329
12402,train,1.5192,0.1284
12403,train,2.1324,0.4332
12404,train,1.6266,0.1702
12405,test,3.3004,0.8995
12406,train,1.0911,0.0278
12407,train,1.8625,0.2837
12408,train,2.4594,0.6143
12409,train,1.8792,0.2924
12410,train,1.9378,0.3245
12411,train,0.8487,0.0065
12412,train,1.5289,0.1319
12413,train,2.7311,0.7422
12414,train,1.8226,0.2610
12415,val,2.3887,0.5783
12416,train,0.8336,0.0058
12417,train,6.3504,0.9991
12418,test,2.8877,0.7961
12419,val,2.8197,0.7731
12420,train,3.3938,0.9154
12421,train,1.9323,0.3213
12422,train,0.8138,0.0049
12423,train,1.5403,0.1353
12424,train,1.5521,0.1399
12425,train,1.1565,0.0372
12426,train,1.7699,0.2353
12427,train,2.0076,0.3618
12428,train,3.6470,0.9450
12429,test,2.5113,0.6402
12430,test,2.4990,0.6342
12431,train,2.6330,0.7012
12432,train,1.9340,0.3224
12433,train,1.3050,0.0653
12434,train,1.1955,0.0425
12435,train,1.8580,0.2811
12436,val,2.1621,0.4532
12437,train,1.4955,0.1188
12438,train,1.9661,0.3394
12439,train,1.7576,0.2280
12440,train,2.1198,0.4270
12441,train,1.5981,0.1575
12442,test,2.0362,0.3794
12443,test,2.1961,0.4746
12444,train,1.1025,0.0289
12445,val,3.0378,0.8434
12446,train,1.7024,0.1995
12447,test,2.1799,0.4656
12448,val,2.4888,0.6290
12449,train,2.1534,0.4458
12450,train,2.4200,0.5943
12451,test,2.5937,0.6828
12452,test,2.1585,0.4508
12453,train,2.3226,0.5436
12454,val,2.6600,0.7134
12455,test,2.0345,0.3784
12456,test,3.4219,0.9188
12457,val,3.3616,0.9099
12458,train,4.6925,0.9915
12459,train,1.1696,0.0391
12460,train,1.5776,0.1499
12461,train,1.7617,0.2305
12462,train,1.6402,0.1751
12463,test,4.0532,0.9745
12464,train,1.4006,0.0892
12465,train,2.1909,0.4718
12466,train,1.2936,0.0621
12467,train,2.5847,0.6770
12468,train,2.2811,0.5208
12469,test,2.8603,0.7869
12470,val,4.2818,0.9835
12471,test,2.3601,0.5635
12472,train,1.5542,0.1406
12473,val,2.4765,0.6221
12474,train,1.7522,0.2249
12475,train,2.1774,0.4644
12476,train,1.6056,0.1607
12477,train,2.3462,0.5559
12478,val,2.5577,0.6637
12479,val,1.9477,0.3296
12480,train,1.5248,0.1302
12481,val,3.0917,0.8571
12482,train,1.9969,0.3558
12483,train,1.2908,0.0615
12484,train,1.7863,0.2429
12485,train,2.0957,0.4132
12486,train,2.2461,0.5022
12487,val,3.6338,0.9436
12488,val,2.1148,0.4243
12489,train,1.5539,0.1405
12490,train,2.4777,0.6228
12491,train,0.9588,0.0129
12492,test,4.2373,0.9819
12493,val,2.8682,0.7897
12494,val,2.5701,0.6711
12495,train,1.3172,0.0687
12496,train,2.1743,0.4626
12497,train,1.5430,0.1365
12498,train,4.5911,0.9903
12499,train,2.3532,0.5600
12500,train,1.3033,0.0647
12501,train,0.9809,0.0154
12502,test,2.7437,0.7458
12503,train,2.6627,0.7142
12504,test,2.6536,0.7108
12505,train,1.3499,0.0768
12506,train,2.0786,0.4029
12507,train,1.8883,0.2980
12508,train,2.8388,0.7801
12509,train,1.8558,0.2802
12510,train,2.0072,0.3614
12511,train,1.8059,0.2526
12512,train,2.5891,0.6796
12513,train,1.8330,0.2673
12514,test,2.4096,0.5885
12515,train,2.2571,0.5077
12516,train,1.5435,0.1369
12517,train,2.9006,0.8006
12518,test,2.7152,0.7352
12519,train,3.3946,0.9155
12520,train,1.6709,0.1881
12521,train,1.2901,0.0613
12522,train,2.9256,0.8099
12523,train,2.3831,0.5753
12524,train,1.9731,0.3435
12525,train,2.3324,0.5486
12526,train,1.4406,0.1016
12527,train,1.3836,0.0846
12528,train,2.0830,0.4058
12529,train,3.1417,0.8681
12530,train,2.0372,0.3801
12531,train,2.0226,0.3707
12532,train,1.3607,0.0797
12533,val,2.9195,0.8079
12534,val,3.2864,0.8974
12535,train,1.6615,0.1841
12536,train,1.4758,0.1123
12537,train,2.1045,0.4188
12538,train,1.2720,0.0571
12539,train,0.8772,0.0079
12540,train,0.9746,0.0146
12541,train,2.2489,0.5038
12542,val,3.2381,0.8889
12543,train,0.6035,0.0009
12544,val,2.5695,0.6707
12545,train,1.4927,0.1177
12546,train,2.0622,0.3928
12547,train,1.8393,0.2709
12548,train,2.0048,0.3604
12549,test,2.0044,0.3602
12550,train,1.7807,0.2399
12551,train,3.0737,0.8523
12552,train,5.1677,0.9966
12553,train,0.9444,0.0120
12554,train,1.8818,0.2944
12555,train,1.5750,0.1491
12556,train,1.5175,0.1275
12557,train,2.0741,0.3998
12558,train,1.4762,0.1125
12559,train,1.8964,0.3023
12560,train,2.3920,0.5803
12561,train,1.4532,0.1052
12562,train,2.1016,0.4172
12563,train,2.0077,0.3619
12564,train,1.8556,0.2800
12565,val,3.1422,0.8683
12566,train,2.8683,0.7898
12567,train,3.0466,0.8461
12568,train,1.8330,0.2672
12569,train,2.4015,0.5856
12570,train,1.9192,0.3144
12571,train,2.4797,0.6243
12572,val,2.4632,0.6158
12573,train,1.3353,0.0731
12574,test,3.0996,0.8591
12575,train,0.8482,0.0064
12576,train,1.8965,0.3024
12577,train,1.5469,0.1378
12578,train,2.3049,0.5334
12579,train,1.3496,0.0767
12580,val,4.0210,0.9732
12581,train,2.9975,0.8320
12582,train,1.9221,0.3160
12583,test,3.2583,0.8917
12584,train,1.6514,0.1799
12585,train,2.4470,0.6092
12586,train,2.2336,0.4962
12587,train,2.2873,0.5241
12588,test,2.8526,0.7847
12589,train,3.6492,0.9453
12590,train,2.5313,0.6498
12591,test,2.7422,0.7453
12592,test,2.1384,0.4369
12593,train,3.7220,0.9519
12594,train,2.7420,0.7452
12595,train,1.6982,0.1980
12596,val,1.6400,0.1749
12597,val,2.3032,0.5328
12598,train,1.3604,0.0795
12599,val,2.3744,0.5700
12600,train,1.9328,0.3215
12601,train,2.4254,0.5975
12602,test,2.4969,0.6327
12603,val,2.6787,0.7208
12604,train,1.1419,0.0338
12605,test,3.5535,0.9363
12606,train,1.1605,0.0377
12607,test,4.3629,0.9856
12608,test,2.3669,0.5665
12609,train,1.1961,0.0429
12610,train,2.9576,0.8193
12611,test,2.6379,0.7034
12612,test,2.5966,0.6843
12613,train,2.9158,0.8065
12614,val,3.7226,0.9520
12615,val,2.6443,0.7062
12616,train,1.6762,0.1896
12617,test,2.1645,0.4544
12618,train,2.6598,0.7132
12619,test,2.3690,0.5674
12620,val,2.4766,0.6222
12621,train,4.3794,0.9862
12622,test,3.7451,0.9539
12623,train,1.6785,0.1907
12624,test,3.3752,0.9124
12625,test,3.5122,0.9305
12626,train,2.2858,0.5229
12627,train,2.6534,0.7105
12628,train,1.8471,0.2751
12629,train,1.2582,0.0539
12630,train,2.5199,0.6446
12631,train,1.9606,0.3362
12632,train,3.0948,0.8581
12633,train,2.0254,0.3724
12634,train,2.1539,0.4464
12635,test,3.6448,0.9448
12636,test,2.7441,0.7463
12637,train,0.8993,0.0090
12638,train,2.3717,0.5686
12639,train,2.4397,0.6045
12640,train,3.6484,0.9452
12641,train,2.5069,0.6384
12642,train,2.6192,0.6951
12643,train,1.2417,0.0500
12644,train,2.2873,0.5240
12645,val,3.4146,0.9177
12646,train,2.3763,0.5714
12647,val,2.7128,0.7342
12648,train,1.6076,0.1614
12649,train,1.4101,0.0917
12650,train,2.8216,0.7739
12651,val,1.8411,0.2714
12652,train,3.4251,0.9194
12653,train,2.3008,0.5310
12654,train,1.7656,0.2330
12655,train,1.5896,0.1549
12656,train,2.7240,0.7388
12657,train,1.8463,0.2746
12658,train,1.9862,0.3500
12659,val,2.3313,0.5478
12660,train,1.6660,0.1862
12661,train,3.0115,0.8361
12662,train,2.0553,0.3894
12663,test,3.5569,0.9365
12664,train,1.1838,0.0411
12665,test,2.5436,0.6564
12666,val,2.7564,0.7503
12667,val,3.1753,0.8763
12668,train,2.9657,0.8225
12669,train,3.2644,0.8935
12670,train,2.9122,0.8048
12671,train,2.1491,0.4433
12672,test,3.4527,0.9234
12673,train,2.0015,0.3586
12674,test,3.7000,0.9497
12675,val,2.5702,0.6712
12676,val,4.6357,0.9909
12677,test,3.3583,0.9092
12678,train,1.7339,0.2148
12679,test,2.9605,0.8205
12680,train,2.4671,0.6173
12681,train,1.7037,0.2003
12682,val,3.7053,0.9503
12683,train,2.4173,0.5927
12684,train,1.5069,0.1225
12685,train,1.9724,0.3430
12686,val,2.2630,0.5107
12687,test,2.3854,0.5762
12688,val,3.4739,0.9263
12689,test,2.7037,0.7314
12690,test,2.9890,0.8301
12691,train,1.6441,0.1771
12692,train,2.3001,0.5305
12693,train,2.1403,0.4381
12694,val,2.6308,0.7001
12695,train,1.6769,0.1901
12696,train,2.8380,0.7797
12697,train,4.6426,0.9911
12698,train,1.7539,0.2259
12699,val,1.8718,0.2880
12700,train,1.4438,0.1025
12701,train,2.9128,0.8052
12702,test,2.6482,0.7079
12703,train,2.0046,0.3602
12704,train,2.6627,0.7143
12705,train,2.1662,0.4560
12706,train,1.4722,0.1108
12707,test,3.1869,0.8789
12708,train,2.6267,0.6982
12709,train,2.1401,0.4380
12710,train,1.9886,0.3514
12711,train,1.1409,0.0336
12712,train,3.0422,0.8445
12713,train,1.7173,0.2067
12714,train,2.9775,0.8265
12715,train,2.1740,0.4621
12716,val,3.0626,0.8496
12717,train,1.7981,0.2493
12718,train,1.4980,0.1198
12719,train,2.3066,0.5342
12720,train,1.5546,0.1407
